[12507] (-3.113956, -8.543674) = 
[12508] (2.211005, -14.289122) = 
[12509] (6.508556, -12.385459) = 
[12510] (6.657231, -12.229671) = 
[12511] (12.024714, -11.678122) = 
[10784] (4.621517, -352.905884) = 
[10785] (1.376481, -1979.334473) = 
[10786] (0.301661, -880.131836) = 
[10787] (2.136192, 450.971191) = 
[10788] (3.640035, 469.663666) = 
[10789] (2.649471, 781.676331) = 
[10790] (-2398.831543, 928.013184) = 
[10791] (-24.381245, 950.617310) = 
[10792] (-21.065058, 576.755615) = 
[10793] (67.676231, 313.917358) = 
[10794] (-35.030735, 110.692772) = 
[10795] (-36.276646, -63.054268) = 
[10796] (19.676453, -85.807373) = 
[10797] (5.421991, 140.608902) = 
[10798] (-123.667114, 250.118042) = 
[10799] (-107.666298, 47.547047) = 
[10800] (4.312481, -101.822289) = 
[10801] (39.926018, -59.243565) = 
[10802] (-14.750975, 5.058402) = 
[10803] (-54.299019, 2.659594) = 
[10804] (-30.209887, -3.578225) = 
[10805] (-3.533806, -25.720510) = 
[10806] (-5.823799, -75.193741) = 
[10807] (-10.605852, -94.816216) = 
[10808] (-1.184684, -83.952637) = 
[10809] (-0.771815, -59.642738) = 
[10810] (-0.963775, -33.616680) = 
[10811] (1.006146, -15.612808) = 
[10812] (1.510950, -84.628128) = 
[10813] (-5.036222, -185.467041) = 
[10814] (-3.923516, -107.066376) = 
[10815] (-0.225045, 43.658802) = 
[11008] (3.530957, -9.116495) = 
[11009] (2.790955, -1.224726) = 
[11010] (0.188139, 0.221773) = 
[11011] (0.368879, 0.265443) = 
[11012] (0.508062, 1.449219) = 
[11013] (0.316418, 1.252643) = 
[11014] (0.558269, 3.927987) = 
[11015] (-0.398859, 5.731921) = 
[11016] (-7.311523, 3.448126) = 
[11017] (-7.982482, -4.118343) = 
[11018] (-1.987499, -7.775711) = 
[11019] (4.166140, -7.883956) = 
[11020] (7.775761, -5.306849) = 
[11021] (12.892673, -0.240994) = 
[11022] (10.453872, 9.313556) = 
[11023] (-0.797451, 12.622781) = 
[11024] (-4.988740, 4.915423) = 
[11025] (-1.916404, -0.534915) = 
[11026] (3.818850, 2.356332) = 
[11027] (2.500420, 4.557948) = 
[11028] (1.053552, 2.410069) = 
[11029] (1.307464, 4.301898) = 
[11030] (1.029894, 6.024028) = 
[11031] (-3.688990, 4.999669) = 
[11032] (-4.822527, 0.634153) = 
[11033] (-2.462691, -1.593788) = 
[11034] (-0.387324, -1.592296) = 
[11035] (0.217620, -0.747907) = 
[11036] (0.139663, -0.078455) = 
[11037] (-0.669305, -0.250340) = 
[11038] (-0.222106, -1.545862) = 
[11039] (0.925309, -1.231884) = 
[12512] (13.520000, -4.800000) = 
[12513] (3.605475, 4.614062) = 
[12514] (-7.440772, -7.123054) = 
[12515] (-0.741730, -17.124645) = 
[12516] (8.258246, -8.838153) = 
[12517] (2.815970, -2.730943) = 
[12518] (-0.558996, -4.126526) = 
[12519] (3.482208, -5.217202) = 
[12520] (-1.623181, 1.199193) = 
[12521] (-14.469417, -2.866507) = 
[12522] (-12.665165, -15.961405) = 
[12523] (-1.341652, -21.087137) = 
[12524] (5.032746, -14.780311) = 
[12525] (4.335941, -11.076051) = 
[12526] (6.421088, -9.483828) = 
[12527] (7.161777, -5.315673) = 
[12528] (3.845424, 0.097236) = 
[12529] (0.020405, -1.051448) = 
[12530] (0.316020, -1.825857) = 
[12531] (0.261643, -0.218568) = 
[12532] (-0.884831, 0.275406) = 
[12533] (-1.322155, 0.231106) = 
[12534] (-2.792598, 0.647344) = 
[12535] (-3.030882, -1.742598) = 
[12536] (2.495074, -2.873356) = 
[12537] (6.578164, 2.581723) = 
[12538] (3.119681, 10.058172) = 
[12539] (-2.436837, 10.347289) = 
[12540] (-2.985342, 9.670465) = 
[12541] (-5.831885, 12.150630) = 
[12542] (-10.733227, 11.692162) = 
[12543] (-11.273613, 2.343835) = 
[9728] (-0.854848, -0.917543) = 
[9729] (-0.152880, -1.377362) = 
[9730] (0.207491, -1.363125) = 
[9731] (0.901829, -0.716064) = 
[9732] (0.890928, 0.133462) = 
[9733] (0.310566, 0.514110) = 
[9734] (-0.206200, 0.353950) = 
[9735] (-0.218830, 0.064558) = 
[9736] (-0.038178, -0.011558) = 
[9737] (0.113389, 0.131557) = 
[9738] (0.008242, 0.405412) = 
[9739] (-0.185235, 0.435234) = 
[9740] (-0.320066, 0.039153) = 
[9741] (0.044626, -0.096991) = 
[9742] (0.496312, 0.197736) = 
[9743] (0.687561, 0.512811) = 
[9744] (0.369985, 1.145710) = 
[9745] (0.089095, 1.702919) = 
[9746] (-0.967211, 1.648697) = 
[9747] (-1.808409, 0.645644) = 
[9748] (-1.598577, -0.596886) = 
[9749] (-0.395582, -1.143026) = 
[9750] (1034.859619, 81.425034) = 
[9751] (-42.821468, 254.746918) = 
[9752] (-160.924789, 105.221581) = 
[9753] (-129.892365, -30.896317) = 
[9754] (-57.122005, -69.161407) = 
[9755] (-19.609318, -42.269432) = 
[9756] (-12.880686, -34.030758) = 
[9757] (5.872532, -33.022030) = 
[9758] (20.553221, -10.078689) = 
[9759] (7.367601, 7.647739) = 
[10848] (-2.813462, 2.174581) = 
[10849] (-4.289021, -1.146054) = 
[10850] (-0.717243, -1.701286) = 
[10851] (0.333097, 1.043452) = 
[10852] (-3.984130, 1.666905) = 
[10853] (-5.637602, -2.308934) = 
[10854] (-2.743601, -4.216255) = 
[10855] (-1966.202393, -1975.915283) = 
[10856] (-15.712592, 245.501663) = 
[10857] (119.529655, 340.573273) = 
[10858] (-159.150772, 213.839554) = 
[10859] (-208.629990, 23.454987) = 
[10860] (-156.412476, -63.933243) = 
[10861] (-91.349777, -83.026566) = 
[10862] (-8.829304, -160.416336) = 
[10863] (127.031639, -99.634216) = 
[10864] (133.899750, 48.097523) = 
[10865] (14.032509, 100.137169) = 
[10866] (-64.431664, 33.324165) = 
[10867] (-28.460890, -39.139889) = 
[10868] (16.065207, -19.208382) = 
[10869] (8.548053, 9.531337) = 
[10870] (-0.273303, -2.919793) = 
[10871] (2.460418, -1.327045) = 
[10872] (15.977297, 14.677363) = 
[10873] (-0.936963, 22.312395) = 
[10874] (-14.245947, 11.509582) = 
[10875] (-15.520531, -0.662223) = 
[10876] (-9.795176, -3.696363) = 
[10877] (-4.300570, -8.937755) = 
[10878] (3.618941, -6.344018) = 
[10879] (4.296311, -0.075229) = 
[12992] (-2.046812, -0.310612) = 
[12993] (-2.010650, -3.057589) = 
[12994] (1.195433, -2.643183) = 
[12995] (1.561318, 0.160598) = 
[12996] (-2.022070, 1.686551) = 
[12997] (-3.845617, -0.689408) = 
[12998] (-5.317401, -4.676533) = 
[12999] (-1.907347, -7.635380) = 
[13000] (-1639.767334, -2154.836182) = 
[13001] (221.192413, -457.244934) = 
[13002] (509.663666, -204.807632) = 
[13003] (372.546967, 181.743286) = 
[13004] (43.775497, 231.628448) = 
[13005] (-97.129166, 6.749321) = 
[13006] (7.565230, -117.590187) = 
[13007] (159.382950, -27.503216) = 
[13008] (103.425697, 75.999153) = 
[13009] (8.689427, 46.760376) = 
[13010] (9.384349, -20.109119) = 
[13011] (61.150330, -4.255772) = 
[13012] (55.310535, 26.830379) = 
[13013] (26.461626, 48.985600) = 
[13014] (4.089423, 30.777092) = 
[13015] (0.363372, 6.800456) = 
[13016] (6.430037, -5.327925) = 
[13017] (20.354206, -5.764201) = 
[13018] (21.787125, 13.468274) = 
[13019] (4.494732, 20.739885) = 
[13020] (-7.304804, 6.213982) = 
[13021] (-2.448895, -5.264894) = 
[13022] (7.378138, -1.414258) = 
[13023] (4.574799, 4.218995) = 
[11040] (1.075531, 0.293825) = 
[11041] (-1.325857, -0.244800) = 
[11042] (-1.801731, -1.866529) = 
[11043] (-1.321140, -1.043650) = 
[11044] (-2.047050, -2.526651) = 
[11045] (-3.311877, -6.250302) = 
[11046] (2.192322, -9.251723) = 
[11047] (8.001895, -5.404719) = 
[11048] (7.980990, 0.393159) = 
[11049] (4.532044, 3.738785) = 
[11050] (-3289.129883, -1115.705688) = 
[11051] (-232.661392, -1131.267578) = 
[11052] (672.562073, -831.639465) = 
[11053] (811.891052, -80.213287) = 
[11054] (510.895447, 304.456635) = 
[11055] (217.836075, 240.130402) = 
[11056] (186.187485, 210.067657) = 
[11057] (69.008995, 255.294601) = 
[11058] (-96.871246, 138.114395) = 
[11059] (-55.943859, -22.536671) = 
[11060] (70.786850, -37.167595) = 
[11061] (83.593781, 71.347778) = 
[11062] (2.100857, 90.296387) = 
[11063] (-19.000412, 32.137619) = 
[11064] (-17.452280, 38.118343) = 
[11065] (-16.515717, 25.994070) = 
[11066] (-35.411438, -12.021935) = 
[11067] (0.849845, -45.185997) = 
[11068] (34.894043, -23.895588) = 
[11069] (35.640293, 9.620784) = 
[11070] (17.058208, 12.991177) = 
[11071] (14.756153, 10.793394) = 
[13696] (2.133249, 10.389023) = 
[13697] (-3.872184, 7.649755) = 
[13698] (-4.498574, 2.314222) = 
[13699] (-1.024932, -0.713581) = 
[13700] (0.170257, 0.002243) = 
[13701] (0.066952, 0.038177) = 
[13702] (-0.504970, -0.287210) = 
[13703] (-0.832092, -1.852717) = 
[13704] (0.992882, -2.454671) = 
[13705] (2.816552, 0.282457) = 
[13706] (-0.887664, 3.221246) = 
[13707] (-5.945724, 0.182150) = 
[13708] (-5.928321, -3.860610) = 
[13709] (-3.963169, -4.335257) = 
[13710] (-7.171850, -5.165208) = 
[13711] (-6.795262, -12.630746) = 
[13712] (2.848397, -16.235804) = 
[13713] (10.417068, -10.772096) = 
[13714] (6.426017, -1.278638) = 
[13715] (2307.145020, 3809.640137) = 
[13716] (-204.431641, -402.012085) = 
[13717] (247.133133, -757.064697) = 
[13718] (619.439880, -524.935974) = 
[13719] (724.400024, -85.799736) = 
[13720] (400.303528, 55.305943) = 
[13721] (305.490509, 55.032188) = 
[13722] (290.284424, 157.960098) = 
[13723] (129.160797, 191.628708) = 
[13724] (34.580738, 61.788986) = 
[13725] (127.586357, -41.229290) = 
[13726] (216.629395, 64.577400) = 
[13727] (130.573364, 182.194366) = 
[9824] (-1.240858, 4.638087) = 
[9825] (13.737345, 6.211364) = 
[9826] (11.806822, 17.891573) = 
[9827] (-2.364427, 16.353100) = 
[9828] (-2.499094, 8.725257) = 
[9829] (-4.166036, 4.843750) = 
[9830] (-4.550421, 2.604460) = 
[9831] (-3.302389, -3.323192) = 
[9832] (4.734912, -4.939164) = 
[9833] (8.635824, 0.610114) = 
[9834] (4.503800, 5.803051) = 
[9835] (0.356433, 4.218760) = 
[9836] (0.370719, 2.027056) = 
[9837] (0.578494, 2.099065) = 
[9838] (-0.243574, 1.381880) = 
[9839] (-0.236555, 0.371289) = 
[9840] (0.113329, 0.065756) = 
[9841] (-0.134644, -0.166648) = 
[9842] (0.010018, -0.812112) = 
[9843] (0.318648, -1.058838) = 
[9844] (0.790139, -1.004906) = 
[9845] (1.217115, -0.947024) = 
[9846] (1.755116, 0.041557) = 
[9847] (0.408871, 1.274677) = 
[9848] (-1.713476, 0.723170) = 
[9849] (-1.651134, -1.600356) = 
[9850] (-0.016588, -1.976965) = 
[9851] (0.165363, -1.091294) = 
[9852] (-0.489202, -1.670580) = 
[9853] (0.308910, -1.942159) = 
[9854] (0.928812, -1.065599) = 
[9855] (-0.134535, -0.046085) = 
[10912] (-2.697617, -0.780637) = 
[10913] (-1.074210, -2.191367) = 
[10914] (-0.048861, 0.112824) = 
[10915] (-1.651808, -0.673935) = 
[10916] (-1.674865, -4.927290) = 
[10917] (4.355935, -5.353829) = 
[10918] (7.147985, 1.250137) = 
[10919] (3.330493, 6.660606) = 
[10920] (-4904.635742, -309.326141) = 
[10921] (23.075624, -343.973633) = 
[10922] (83.268143, -497.567200) = 
[10923] (263.083649, -413.470245) = 
[10924] (357.164215, -206.673386) = 
[10925] (336.622223, 46.696407) = 
[10926] (223.849426, 158.937149) = 
[10927] (44.778969, 209.630035) = 
[10928] (-97.276733, 106.666832) = 
[10929] (-103.326225, -46.504726) = 
[10930] (-19.873978, -104.991570) = 
[10931] (55.142239, -65.033958) = 
[10932] (49.675858, -9.029541) = 
[10933] (24.231949, 6.268985) = 
[10934] (13.918235, 3.874715) = 
[10935] (3.421024, 10.052183) = 
[10936] (-4.946359, 3.047165) = 
[10937] (-7.632254, -18.265593) = 
[10938] (6.601142, -30.593662) = 
[10939] (21.946482, -24.565435) = 
[10940] (27.555977, -3.982518) = 
[10941] (21.304708, 7.460302) = 
[10942] (9.069585, 13.010927) = 
[10943] (-0.832545, 7.897647) = 
[13728] (16.347239, 139.874527) = 
[13729] (-16.343195, 69.310341) = 
[13730] (-2.264770, 47.967709) = 
[13731] (-20.309109, 36.793781) = 
[13732] (-20.560873, -4.273559) = 
[13733] (5.169032, -25.301805) = 
[13734] (34.840614, -9.658901) = 
[13735] (22.311384, 3.887082) = 
[13736] (13.751718, 3.592875) = 
[13737] (13.648182, 7.058324) = 
[13738] (5.757162, 8.956887) = 
[13739] (0.749144, 2.845210) = 
[13740] (1.190873, -0.660490) = 
[13741] (-2.078507, -0.151595) = 
[13742] (-6.472120, -6.032913) = 
[13743] (-4.045911, -11.781006) = 
[13744] (-0.337325, -11.470953) = 
[13745] (-1.724765, -12.602760) = 
[13746] (2.871897, -16.485483) = 
[13747] (9.958765, -10.173352) = 
[13748] (8.957681, 1.143130) = 
[13749] (-5.564965, 2.206294) = 
[13750] (-6.672729, -4.455701) = 
[13751] (-2.623807, -5.376129) = 
[13752] (-5.254144, -6.192733) = 
[13753] (-2.575349, -11.485511) = 
[13754] (2.894963, -7.798976) = 
[13755] (-0.179199, 4.598500) = 
[13756] (-13.989882, 4.617746) = 
[13757] (-17.484812, -9.490501) = 
[13758] (-9.255809, -16.089767) = 
[13759] (-2.505877, -12.307001) = 
[10400] (-1348.151855, -765.071411) = 
[10401] (68.473557, -95.370895) = 
[10402] (113.613922, -36.740856) = 
[10403] (34.085197, 13.091346) = 
[10404] (-23.684111, -41.410095) = 
[10405] (51.015644, -111.155441) = 
[10406] (139.069366, -77.545891) = 
[10407] (157.731705, 73.843178) = 
[10408] (41.923931, 111.381798) = 
[10409] (-26.309551, 40.963585) = 
[10410] (-0.120288, -18.378233) = 
[10411] (37.608528, 2.706584) = 
[10412] (30.956785, 30.742537) = 
[10413] (4.096441, 29.934666) = 
[10414] (-1.413860, 12.877476) = 
[10415] (2.900965, 6.506163) = 
[10416] (1.724310, 8.075375) = 
[10417] (0.159669, 6.271698) = 
[10418] (-4.043235, 5.162762) = 
[10419] (-6.637247, -0.664855) = 
[10420] (-0.536415, -7.353354) = 
[10421] (6.331073, -7.058156) = 
[10422] (8.854863, 2.127883) = 
[10423] (2.654187, 4.946770) = 
[10424] (-0.714236, 1.631516) = 
[10425] (-0.049284, -0.245144) = 
[10426] (-0.380878, 0.018961) = 
[10427] (-1.386202, -1.200379) = 
[10428] (-0.456709, -2.511703) = 
[10429] (0.034333, -1.724573) = 
[10430] (-1.167530, -1.298070) = 
[10431] (-1.273923, -3.367507) = 
[9760] (-8.219327, 4.986911) = 
[9761] (-5.513384, -7.507533) = 
[9762] (2.102430, -7.342449) = 
[9763] (-0.778258, -2.420151) = 
[9764] (4.190011, -5.571401) = 
[9765] (3.382830, -2.832745) = 
[9766] (3.447815, 6.246157) = 
[9767] (-4.361739, 7.913715) = 
[9768] (-7.519399, 1.707187) = 
[9769] (-4.825353, -3.340883) = 
[9770] (-2.206492, -2.550887) = 
[9771] (-1.798024, -2.054998) = 
[9772] (-0.668425, -2.251488) = 
[9773] (0.736189, -1.058129) = 
[9774] (0.377473, -0.048112) = 
[9775] (-0.053063, 0.054631) = 
[9776] (0.070425, 0.093843) = 
[9777] (-0.024164, 0.490534) = 
[9778] (-0.011548, 0.456336) = 
[9779] (-0.588989, 0.888073) = 
[9780] (-0.906861, 1.028105) = 
[9781] (-1.664789, -0.454966) = 
[9782] (-0.282902, -2.065413) = 
[9783] (1.538292, -1.554258) = 
[9784] (1.777834, 0.519273) = 
[9785] (1.091068, 0.791888) = 
[9786] (1.376813, 0.816496) = 
[9787] (1.366878, 1.756610) = 
[9788] (-0.494998, 1.707459) = 
[9789] (-0.942407, 0.550503) = 
[9790] (-0.017512, -0.476314) = 
[9791] (0.837355, 0.677991) = 
[10976] (0.363106, -0.733372) = 
[10977] (1.695551, 0.333982) = 
[10978] (2.526501, 1.576975) = 
[10979] (3.666185, 2.012965) = 
[10980] (4.505254, 4.192395) = 
[10981] (1.501922, 7.979423) = 
[10982] (-4.780008, 7.756483) = 
[10983] (-7.759564, 1.957011) = 
[10984] (-5.043686, -4.945096) = 
[10985] (-1259.010498, -3292.790527) = 
[10986] (363.708862, 706.575012) = 
[10987] (-261.633423, 501.476471) = 
[10988] (-406.881836, 163.386032) = 
[10989] (-343.302948, 34.058056) = 
[10990] (-273.135559, -77.621933) = 
[10991] (-224.169586, -196.472656) = 
[10992] (-23.448221, -259.205750) = 
[10993] (136.024261, -136.607590) = 
[10994] (92.914619, 17.140837) = 
[10995] (1.803178, 41.750637) = 
[10996] (-35.325886, -12.748178) = 
[10997] (-11.063126, -20.291620) = 
[10998] (-9.143073, -7.495679) = 
[10999] (-6.152695, -27.671778) = 
[11000] (4.428260, -17.392347) = 
[11001] (26.825682, 7.217606) = 
[11002] (8.257044, 26.852259) = 
[11003] (-13.455346, 20.520285) = 
[11004] (-20.832441, 11.727932) = 
[11005] (-20.220287, 2.285500) = 
[11006] (-19.445656, -7.422431) = 
[11007] (-7.504419, -14.369656) = 
[10432] (0.342160, -4.093179) = 
[10433] (2.870432, -3.926920) = 
[10434] (4.812912, -1.577752) = 
[10435] (2.755643, 2.483531) = 
[10436] (-1.502639, 4.951635) = 
[10437] (-6.301092, -0.250328) = 
[10438] (-3.185339, -5.707688) = 
[10439] (2.123509, -4.054734) = 
[10440] (1.451467, 1.635008) = 
[10441] (-2.857259, 1.137661) = 
[10442] (-3.772056, -2.444833) = 
[10443] (-0.729760, -3.681376) = 
[10444] (0.163713, -1.523966) = 
[10445] (-1.282606, -0.439036) = 
[10446] (-1.572004, -2.144092) = 
[10447] (-0.222641, -2.426860) = 
[10448] (0.945299, -1.774415) = 
[10449] (1.140411, -0.701733) = 
[10450] (0.460392, 0.028649) = 
[10451] (0.019312, 0.059930) = 
[10452] (0.235835, -0.032112) = 
[10453] (0.281231, 0.708302) = 
[10454] (-0.737055, 1.030203) = 
[10455] (-1.063494, -0.443795) = 
[10456] (0.520155, -0.846383) = 
[10457] (1.628981, 0.698835) = 
[10458] (0.150768, 2.001472) = 
[10459] (-0.694429, 0.654438) = 
[10460] (1.142913, -0.827787) = 
[10461] (2.985788, 1.942742) = 
[10462] (1.480746, 4.243248) = 
[10463] (-1.563813, 4.649467) = 
[9856] (-1.347259, -0.966576) = 
[9857] (-0.418368, -2.173084) = 
[9858] (0.359934, -2.055639) = 
[9859] (0.882745, -1.467753) = 
[9860] (1.037202, -1.110345) = 
[9861] (1.336395, -0.430499) = 
[9862] (0.783569, 0.308742) = 
[9863] (-0.046061, 0.352415) = 
[9864] (-0.178040, -0.147346) = 
[9865] (0.041297, -0.159956) = 
[9866] (0.014976, -0.011258) = 
[9867] (0.002279, 0.070476) = 
[9868] (-0.075172, 0.235714) = 
[9869] (-0.324288, 0.238849) = 
[9870] (-0.217196, -0.155451) = 
[9871] (0.474343, -0.035728) = 
[9872] (0.466811, 0.817930) = 
[9873] (0.004600, 1.349785) = 
[9874] (-0.563597, 1.332090) = 
[9875] (-0.882143, 1.339220) = 
[9876] (-1.710596, 1.043955) = 
[9877] (-1.885498, 0.031553) = 
[9878] (-0.828411, -0.772009) = 
[9879] (0.028583, 0.082556) = 
[9880] (318.613861, 141.085693) = 
[9881] (-46.355736, 73.396019) = 
[9882] (-105.076714, 19.427752) = 
[9883] (-93.276787, -51.448746) = 
[9884] (-27.716768, -72.275116) = 
[9885] (8.083574, -38.751041) = 
[9886] (-0.099077, -13.698869) = 
[9887] (-6.698308, -17.444149) = 
[12928] (3.032020, 0.989491) = 
[12929] (-0.288312, 0.543522) = 
[12930] (0.237975, -2.816046) = 
[12931] (5.120327, -4.629012) = 
[12932] (8.523749, 0.068487) = 
[12933] (8.109764, 4.269489) = 
[12934] (2.039664, 7.212243) = 
[12935] (-1053.546875, -2366.090332) = 
[12936] (-170.365936, 414.043701) = 
[12937] (-373.575012, 167.486572) = 
[12938] (-242.788361, -167.223877) = 
[12939] (62.250744, -137.301132) = 
[12940] (133.384140, 93.020317) = 
[12941] (-44.690392, 203.264420) = 
[12942] (-217.028030, 117.041893) = 
[12943] (-148.764801, -51.660713) = 
[12944] (-38.448250, -65.957062) = 
[12945] (-1.996760, -8.314279) = 
[12946] (-38.353626, 13.248513) = 
[12947] (-41.616009, -0.003681) = 
[12948] (-38.201981, -20.767023) = 
[12949] (-8.348153, -12.707983) = 
[12950] (-3.637449, -4.161181) = 
[12951] (-9.925115, 4.159045) = 
[12952] (-19.620525, 0.079515) = 
[12953] (-18.309616, -16.995762) = 
[12954] (3.314226, -17.032370) = 
[12955] (12.566313, 0.417865) = 
[12956] (2.091062, 11.280905) = 
[12957] (-10.380536, 7.456142) = 
[12958] (-7.184997, -1.911299) = 
[12959] (-1.310775, -2.315825) = 
[10944] (-2.573454, 0.676832) = 
[10945] (-0.423924, -0.803106) = 
[10946] (-0.356283, 0.467642) = 
[10947] (-1.686987, -0.045301) = 
[10948] (-1.991780, -1.170192) = 
[10949] (-2.258932, -1.417117) = 
[10950] (-1.520090, -3.406695) = 
[10951] (1.601728, -4.393584) = 
[10952] (5.420469, 0.520300) = 
[10953] (3.084560, 8.636600) = 
[10954] (-4.777638, 12.867534) = 
[10955] (-13.442229, 6.379730) = 
[10956] (-16.261490, -1.238387) = 
[10957] (-12.557789, -10.007631) = 
[10958] (-3.840862, -11.863878) = 
[10959] (2.998605, -5.110758) = 
[10960] (2.408375, 1.538878) = 
[10961] (-2.092461, 2.823489) = 
[10962] (-4.040527, -0.815894) = 
[10963] (-3.588063, -2.614385) = 
[10964] (-3.422589, -2.387974) = 
[10965] (-2.549777, -3.770545) = 
[10966] (0.371136, -4.663393) = 
[10967] (3.102325, -2.242063) = 
[10968] (2.494778, 1.127260) = 
[10969] (0.330772, 2.323208) = 
[10970] (-0.907234, 0.908650) = 
[10971] (-0.234419, 0.044718) = 
[10972] (0.871613, 0.404225) = 
[10973] (1.010150, 1.560429) = 
[10974] (-0.135129, 1.596494) = 
[10975] (-0.621889, 0.341913) = 
[13760] (-3.464078, -10.371651) = 
[13761] (-0.845701, -11.860554) = 
[13762] (3.801672, -8.069974) = 
[13763] (4.565119, -2.207232) = 
[13764] (0.522689, -0.268089) = 
[13765] (-0.208929, -0.803276) = 
[13766] (0.051491, -0.179066) = 
[13767] (-0.195596, 0.577867) = 
[13768] (-0.723093, 1.814616) = 
[13769] (-2.264939, 2.367381) = 
[13770] (-3.187454, -0.918687) = 
[13771] (1.516069, -3.852248) = 
[13772] (6.626811, 0.612243) = 
[13773] (6.026000, 7.007910) = 
[13774] (2.354108, 7.596542) = 
[13775] (4.586456, 7.987442) = 
[13776] (4.502337, 14.244892) = 
[13777] (-3.214068, 16.017578) = 
[13778] (-11.142948, 8.916490) = 
[13779] (-5.159995, 2.346843) = 
[13780] (2801.314453, 4569.301270) = 
[13781] (6.376883, 268.556244) = 
[13782] (-418.534180, 458.748932) = 
[13783] (-716.970703, 314.449738) = 
[13784] (-716.999451, -315.677002) = 
[13785] (-314.486237, -332.850616) = 
[13786] (-182.408020, -89.537415) = 
[13787] (-251.467606, -78.514191) = 
[13788] (-199.993790, -127.832306) = 
[13789] (-121.784805, -84.161263) = 
[13790] (-209.728897, -23.184483) = 
[13791] (-264.908264, -145.189972) = 
[11136] (-7.980761, -14.124669) = 
[11137] (-8.047887, -14.335037) = 
[11138] (-0.879541, -10.844160) = 
[11139] (0.971058, -3.237751) = 
[11140] (-1.020415, -0.142110) = 
[11141] (1.426826, 0.917102) = 
[11142] (2.105872, 6.587616) = 
[11143] (-0.543769, 9.465317) = 
[11144] (-3.502857, 9.110895) = 
[11145] (-5.857502, 10.132248) = 
[11146] (-12.590733, 6.829535) = 
[11147] (-9.713137, -4.991012) = 
[11148] (4.415733, -10.032688) = 
[11149] (13.927451, 3.518683) = 
[11150] (6.211926, 11.924981) = 
[11151] (1.183720, 8.226519) = 
[11152] (5.190445, 10.496841) = 
[11153] (0.515438, 14.013985) = 
[11154] (-4.756690, 9.063367) = 
[11155] (1.407743, -0.712760) = 
[11156] (12.245232, 3.174042) = 
[11157] (8.887151, 14.959902) = 
[11158] (1.692578, 16.450188) = 
[11159] (-2.676413, 12.348622) = 
[11160] (-3.798022, 10.523310) = 
[11161] (-7.736251, 7.827843) = 
[11162] (-7.259443, 1.231937) = 
[11163] (-2.311293, -2.424644) = 
[11164] (1.048098, -0.007913) = 
[11165] (0.163003, 1.037881) = 
[11166] (-0.085811, 0.124478) = 
[11167] (0.026453, -0.475860) = 
[9888] (-0.129921, -17.764521) = 
[9889] (2.977831, -8.340696) = 
[9890] (-3.527095, -6.869116) = 
[9891] (-4.248156, -13.785024) = 
[9892] (4.055666, -12.302004) = 
[9893] (5.679930, -7.967830) = 
[9894] (4.046582, -3.383269) = 
[9895] (3.439045, -1.176003) = 
[9896] (2.281939, 1.904076) = 
[9897] (-1.938893, 2.360916) = 
[9898] (-4.749563, -1.192054) = 
[9899] (-2.249421, -4.175563) = 
[9900] (0.502663, -2.800634) = 
[9901] (0.253515, -0.779316) = 
[9902] (-0.337236, -0.898380) = 
[9903] (-0.012208, -0.920449) = 
[9904] (0.197594, -0.351893) = 
[9905] (-0.011101, -0.075531) = 
[9906] (0.059688, 0.123843) = 
[9907] (-0.069298, 0.566791) = 
[9908] (-0.484760, 0.843420) = 
[9909] (-0.759977, 0.681549) = 
[9910] (-0.940162, 0.482963) = 
[9911] (-1.119841, -0.087213) = 
[9912] (-0.513053, -0.673758) = 
[9913] (0.769373, -0.211766) = 
[9914] (0.711077, 1.193036) = 
[9915] (-0.421444, 1.343282) = 
[9916] (-0.560199, 0.298623) = 
[9917] (0.042121, 0.445207) = 
[9918] (-0.069446, 0.987536) = 
[9919] (-0.686948, 0.717790) = 
[10880] (0.507880, 1.029766) = 
[10881] (0.487766, -0.395656) = 
[10882] (1.435253, 1.368800) = 
[10883] (-0.738033, 1.867673) = 
[10884] (-1.144121, -0.733066) = 
[10885] (0.199529, 0.964176) = 
[10886] (-0.624057, 2.741195) = 
[10887] (-6.465961, -1.132827) = 
[10888] (-4.005450, -8.275451) = 
[10889] (3.461055, -8.844752) = 
[10890] (8.848957, -2.827788) = 
[10891] (8.015545, 0.348752) = 
[10892] (6.621285, 6.280153) = 
[10893] (-1.088308, 8.752127) = 
[10894] (-8.119898, 2.898166) = 
[10895] (-4.087636, -4.264695) = 
[10896] (3.113102, -4.147704) = 
[10897] (4.737938, 2.920309) = 
[10898] (0.140420, 3.434338) = 
[10899] (-0.823537, -0.317804) = 
[10900] (0.662337, 0.941788) = 
[10901] (0.141234, 2.940089) = 
[10902] (-3.075196, 1.314508) = 
[10903] (-2.428658, -1.853028) = 
[10904] (-0.152195, -2.129819) = 
[10905] (0.744741, -0.603769) = 
[10906] (0.122583, -0.032359) = 
[10907] (-0.475519, -0.226029) = 
[10908] (-0.278487, -1.063456) = 
[10909] (1.357028, -0.994457) = 
[10910] (1.369395, 0.789723) = 
[10911] (-0.595311, 1.937240) = 
[12960] (0.041405, -0.108049) = 
[12961] (0.420726, -0.151604) = 
[12962] (1.817192, 0.247318) = 
[12963] (2.820019, 2.152492) = 
[12964] (0.701613, 1.940064) = 
[12965] (0.655847, 0.651266) = 
[12966] (3.030143, -0.179907) = 
